commentCount,dislikeCount,etag,favoriteCount,id,likeCount,viewCount
363,34,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/5sz0iNjCCE0EZi-u6UMzsuSeliU""",0,Fw6odlNp7_8,2478,149469
92,13,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/DDQY-hro9YT7EddlXGvQk5E0nME""",0,flCWS9LB4Ks,755,54684
95,49,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/qQqd3r8x8cWhpRbXV2uTPoFgl5E""",0,u0Bz6TNUK1Q,781,72859
37,4,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Mf1eMDM9hwCksJveWA7beDC0CAo""",0,K6tUilWczjc,496,51473
13,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/NU-nPOFcr6GlEnmA3F-P_qOoPpY""",0,jWq3GLwc4mk,176,27062
53,17,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/wdEmcdyjuFnHpbRwZA693k9MXJ0""",0,dK5Jl2CB0Bc,245,241446
1111,207,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/wwLUMrOoJ48_yZVJJV8-KJRdIMM""",0,gqdzXNsL_2o,9132,566324
4,10,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/bCMHZhSgHNRmjvzy6BqwP2IvSLc""",0,PELNMB0T4Qk,77,26724
3,4,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/7d-A4jdvdyzXXBFCAY_amT_pD2M""",0,IWmgEOxVynU,148,15769
4,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/hD_7oYT7WowUpPh80FIK7fNVgK4""",0,fwv4SbVhwKY,39,15391
1,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/qwNDXyKRO0QHm37BWiXz_q-Pwfw""",0,CdUF1fQ9lkM,20,10602
2,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/9eMFeUqIsnFfKO-hX_6hSXo-RQU""",0,oBqnhnJ7PH4,35,13376
12,8,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/ImADYkBcX_UGtK2_Q81Rj0_No64""",0,H79UJ0ktOrE,209,27618
0,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/9H2MRqyxGon3wV9K3YkEvQFVCqU""",0,IOykr7eCGGQ,9,2839
11,2,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/_JOVhB4ixRFKYQIttG1qGghlFXI""",0,2R4WJKr5huI,132,18592
15,2,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/QdSkFs9k8cxu96zlee3MH0kC9xQ""",0,u9ZgMICnkew,150,154439
2,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/49YwNNUMu0owhSnm_YFOLsxNkw8""",0,skhI94v4-pY,31,16649
0,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/PD_G0Xq2LLOu43xdD9diwxh_2oo""",0,DDVSGsOXXRI,21,8501
52,25,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/xjKT7mLkc07buYvKqT-n6MR8tnE""",0,vAIKFontLtU,627,319081
19,4,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Ynivw5jfQJEf5-2g9f8cZ0fHNBo""",0,zv8Oc49eIiQ,167,76822
1,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/nxCraAB_K1agqjhCsvgk5Qv5GzA""",0,O9N2UJDrcmo,10,5945
6,6,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/sivMBSAjL-9C-_lfrZVRUww3ni4""",0,DqQQF3CG-5k,166,27947
3,5,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/xGli3_42h7lO_j5uCxBiBVNaEAo""",0,G7J1hNrkH2c,72,43545
8,3,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/PRySNmzUPzjZ2INr1hCNaquSB8c""",0,Qt689sNa2hk,44,12887
1,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/UjSnMrCu8h7rXmxLA8Lf228SjHo""",0,b-KIaAjlcKI,19,7771
15,2,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Ru3VUwhJnHMP73ahaCxOfBKyJII""",0,OX8xVftE6ak,191,63111
2,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Q9fTchC6y03FmsGKUCagDsbjoVQ""",0,GAQ1qKcLy1g,39,42010
0,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/NHPdgzfUixpO8Wq3hTjkEhZSktw""",0,CXVTrgG9gOw,31,10180
5,4,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/d_1JXBrmISJ4clozz4Xu_T5-dyk""",0,TJEmH7QYf0w,52,21650
1,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/NDlCJMqezaZGW6rdqe_nwj8WHQQ""",0,YaeW5V1fzEc,18,6860
91,6,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/DAzsplZyBrIOBagIpXviMgiVNMc""",0,OoDOzU4_KMM,656,92785
15,13,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/n8XNhUb33O5dTnhctxXSkGGq8AU""",0,fEr2esChwvw,224,175613
0,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/stGK0dRv8faWWaxZvP3BbGw3N94""",0,pr_2ggkdhZU,17,5614
6,5,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/X_OAD9ZRLm_7gf392vGJIe2K3Ds""",0,U9aTwqPmq3c,73,39806
12,11,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/1_rCi40gi9mkqBqQIypW2LCUDmM""",0,xfF6sr5OaOc,162,73028
5,5,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/rsxTPKJ4J4MK0VcgwejAW0Q_HuQ""",0,aJVD_4EvZuU,80,85854
6,3,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/4I0AS9d4fSU40jiU047o61_RT4g""",0,0cAdZ5Vp_Mw,30,11398
10,4,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/0Bmp2KuZjWdt1tT6K9z8l3ZCths""",0,5JIdvHQagU4,110,24127
4,4,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/dZiauhQsVe8_lZvzYGWS_59lMb4""",0,QdRa-pMYEoQ,82,37845
2,3,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/68hj2CV9VdQ11ZAJ5ca10Oa64ao""",0,1RCD0WOkFgA,44,16883
3,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/rO0t-Ykkg6tLL5RfuBo96bnGPzs""",0,-MiX6g-1zwI,86,25587
17,8,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/b-CB2jCHFV4oaUuuZojZWhy_GaI""",0,C7dLyIuzmv4,119,113005
2,3,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Xv0w-i10kpcF6Fo89MXez88nQDM""",0,u66x4GDe4rc,74,39670
0,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/odf55U9Giuvl0qQbmWn30VeXpOA""",0,IA9GHFN1jZ8,7,4501
4,2,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/xuRKN2Sh1QFJZTvDGUyJGpPMA5k""",0,N01RHIjVpaM,103,40283
17,10,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/WBdn37SV850bhgy7GmFNCmH4z3o""",0,oQj-1dY2XeA,264,358785
9,15,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/aHH26fJOluu4zvC4OhXhfLWSPQE""",0,jdy-Qnkwquk,152,59604
0,5,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/b0JCFApzjNvG7VIM2i35Yf5ykQM""",0,_SL5ua0yP-w,47,17056
12,5,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/suyQ2Coub0qPNnxwHNVclZrepDU""",0,DMNQ6HfhKfk,161,22826
5,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/16_FzXZFTWDt8BQr62uyAApyg6M""",0,_-QLPsOM2kI,79,19932
5,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/IzpTbpri3q__m2uxu_vuuiweGk4""",0,5VDcW6nxXX4,10,3781
14,8,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/mPzCqr1wkyBq2x1OW_TZ2svq8uM""",0,5eNfmCkH2_E,103,93562
0,4,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/eIgA9848lHfNK_6t3uhz-uqYm0E""",0,yKm41JXqXp4,36,12198
2,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/fVLBMSEMCCwXVVIGC5SHfNeHKww""",0,hdAv1ICmjPE,20,4338
6,11,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/96mX5p8r6nJv1prnbd-8agV10Ns""",0,jvmBQGWOSb8,117,59710
0,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/eTOGY387Sdoxs-QS4tfHlyeykdg""",0,eHglOflhoxc,11,4058
3,2,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/SMaNW_XQXC7NHT5zJKSwQo1keeY""",0,J0cnJNIlJUw,54,27359
8,2,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/oDysXpWDskOuRfqoAnmnbiZmyn0""",0,qD5IRc3BB-M,22,7301
1,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/S5YHNr2xUlin6L2ck8QuEe29XVM""",0,lSk_xwID39o,95,59092
7,8,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/w9KgGv6nwf2z0t4wZ8k2HC8hdRk""",0,aIH7_bS2C4c,82,83814
4,2,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/xAzoTqwJNss5vJyKEiwydBn6H6w""",0,z5shjCWzXuE,52,35892
4,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/RmY3VZp4msPBhm5Cvt2oV_oejQE""",0,39usF1HDSJc,62,43935
6,5,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/e6Pm--4hGyzDvoqGKI2h8Tu_DUc""",0,13E_oknlQno,63,43893
0,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/L40XrLhH7dPs6Hkpp4gAgsgfhcc""",0,fhyklXr6JQc,12,3355
1,3,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Vtclnefx6Z4mEFHhBbJchFANX8o""",0,ApufRnxtBag,12,4990
0,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/Gve__3SoQ1wuj5OA_K3SHOX1HWQ""",0,Gz8wVnwCJUA,11,2859
3,3,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/CmiEF5LyCbH2cRhAOhd2ph_Odoo""",0,KVfjyxA2fME,47,25326
1,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/k6zwegK48AgU49YUz2MdDds74Mg""",0,tdTuDnMNyrA,22,6129
0,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/x8XP3NfEI2SK-WhsveOc3bhIwH8""",0,dUCN7UTkukM,7,2933
0,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/9xz694jz3EOHiECt1Pq8hobyjTA""",0,LzH1WqBwjW0,7,2802
14,26,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/hKGDxlSeOO55hayJp6WQhORddkg""",0,IBFeDo9SsAA,196,145166
0,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/g3GM4ZhzZ3ASPWMnz3QysNaEPQA""",0,swyg__B-QJg,4,3506
5,3,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/2omYvChLVFP07ye_4BxyBmO3Cgo""",0,7yB1-pkEd50,36,12691
0,5,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/95AFxT8-qAdC3jy1iwqlEq67meU""",0,_UUwS2ERDYE,19,6176
4,2,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/g2epTVyV3bRR_u4RLyGO8J72Agc""",0,aFiBK0FdlEU,74,12121
0,0,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/umYuhNYgbA4HIk2Co2OaQjuzh-k""",0,SGIeOSpqC1I,9,6705
0,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/xr_QygKv-jZMrPXc17vthJ9_yeY""",0,HyjUeINRC4Q,7,3282
5,2,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/MURY3FR5_fk_bgJa9xVzCntjvYU""",0,TETRCQiCzM4,12,4537
2,3,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/-B56qUQRlgf-jHUBZNChuudRHTM""",0,FKImN-7z_Rk,13,4355
0,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/zfW9ixMv2bRhXhn6ESFSWdCgHuo""",0,MjD_uu6RPKU,12,3591
2,3,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/gzu8MO4PbdPsAx0Ut9ZFdEBiBo0""",0,lwGuQsJ1pa0,13,6037
0,1,"""DuHzAJ-eQIiCIp7p4ldoVcVAOeY/VArdozWsJDO6VcMxxzQrXoTVdBo""",0,-_tmeu4yKE0,9,3344
