id,title,viewCount,likeCount,favoriteCount,dislikeCount,commentCount,episode_title,season_num,episode_num
Cve9sbkfV2A,Friends of Bob Ross: Robert Landry - In the Blue Ridge,3013,5,0,2,1,,,
aFiBK0FdlEU,Bob Ross - Tranquil Dawn,12134,74,0,2,4,,,
szictM0TP2k,Friends of Bob Ross: Robert Landry - West Wind,2606,6,0,0,0,,,
SGIeOSpqC1I,Friends of Bob Ross: Kathy Snider - Rose Delight,6712,10,0,0,0,,,
HyjUeINRC4Q,Friends of Bob Ross: Betty Denton - Dogwoods,3298,7,0,1,0,,,
TETRCQiCzM4,Friends of Bob Ross: Marilyn White - Hibiscus,4551,12,0,2,5,,,
riLhZb2cg1c,Bob Ross - The Joy of Painting (Teaser),11407,77,0,7,5,,,
h4UlacvbbG0,Friends of Bob Ross: Valerie Stewart - Girl in a Pink Dress,2285,8,0,0,5,,,
MjD_uu6RPKU,Friends of Bob Ross: Betty Denton - Garden Flowers,3602,12,0,1,0,,,
FKImN-7z_Rk,Friends of Bob Ross: Valerie Stewart - Girl in Blue Dress,4368,13,0,3,2,,,
jnoVDejsnK4,Friends of Bob Ross: Fred Rowe - Gold Creek Cabin,2841,5,0,0,1,,,
lwGuQsJ1pa0,Friends of Bob Ross: Dorothy Dent - Red Mill,6054,13,0,3,2,,,
-_tmeu4yKE0,Friends of Bob Ross: Betty Denton - Beautiful Free Flowing Silk,3355,9,0,1,0,,,
q6GirqhRUfc,Friends of Bob Ross: Art Kerner - Seascape,5910,9,0,1,0,,,
pH09snE4tjU,Friends of Bob Ross: Ferne Sirois - Orchid,2979,5,0,0,0,,,
